"cartodb_id","the_geom","the_geom_webmercator","uid","pubdate","volcano_name","country_name","description","sources"
39,"0101000020E610000077BE9F1A2F6963C0B29DEFA7C66B3340","0101000020110F0000E2DF445C547C70C12B8EA98CCAD14041","19.421_-155.287_2018-05-02T03:07:47Z","2018-05-02T03:07:47Z","Kilauea","United States","\nDuring 25 April-1 May HVO reported that the lava lake continued to rise, fall, and spatter in Kilauea?s Overlook crater. The lake level was high enough to produce lava flows onto the Halema'uma'u crater floor through 27 April, but afterwards fell to about 15-16 m below the new elevated rim. The lake level rose again, to just below the rim of the Overlook crater vent. Since 21 April about 2/3 of the crater floor had been covered by new lava flows. \n  \nEpisode 61g lava flows were active above Pulama pali, within 2 km of the active vent. A marked increase in seismicity and ground deformation at Pu'u 'O'o Crater was detected just after 1400 on 30 April, following weeks of uplift and increasing lava levels within the cone. Within a few minutes a webcam on the crater rim recorded the first of two crater floor collapses; the second collapse began at 1520 and lasted about an hour. Thought poor weather conditions inhibited views at times, a webcam recorded what were likely small explosions from the W side of the crater as the floor collapsed. At 1800 seismicity remained elevated, though ground deformation had significantly slowed. A large amount of red ash was produced from the collapses, and deposited around the crater as well as in areas up-rift as far as Mauna Ulu. \n  \nFollowing the collapses of Pu'u 'O'o?s crater floor, seismicity and deformation increased along a large section of the East Rift Zone, in an area 9-16 km down-rift (with seismicity occurring as far E as highway 130), indicating an intrusion of magma. By 0830 on 1 May activity had significantly decreased. During an overflight that day a new, nearly continuous, 1-km-long crack was found on the W (up-rift) side of Pu'u 'O'o. The crack was steaming, and aligned in a segment with small pads of newly-erupted lava and spatter. Thermal images of Pu'u 'O'o Crater suggested that smaller drops of the crater floor likely continued on 1 May. \n\n"," US Geological Survey Hawaiian Volcano Observatory (HVO) \n"
40,"0101000020E6100000DD240681955B6040C976BE9F1AEF3F40","0101000020110F000021B8886608C96B41130CAA1B4DA54C41","31.934_130.862_2018-05-02T03:07:47Z","2018-05-02T03:07:47Z","Kirishimayama","Japan","\nJMA reported that a very small explosion at Iwo-yama (also called Ioyama, NW flank of Karakuni-dake), a stratovolcano of the Kirishimayama volcano group, occurred at 1815 on 26 April and produced a milky white plume that rose over 200 m. The event continued until around 1826. The event occurred from a fumarole in the vicinity of the highway, on the W side of Iwo-yama, first observed on 20 April. During a field survey on 30 April observers noted muddy water flowing as far as 500 m W. The Alert Level remained at 3 (on a scale of 1-5). \n"," Japan Meteorological Agency (JMA) \n"
41,"0101000020E610000037894160E5506140C976BE9F1A4F4240","0101000020110F00005EA4754DB8696D418823287532BB5041","36.618_138.528_2018-05-02T03:07:47Z","2018-05-02T03:07:47Z","Kusatsu-Shiranesan","Japan","\nJMA reported that on 21 April the number of volcanic earthquakes at Yugama crater (Kusatsu-Shiranesan complex) increased and deformation was also recorded. The Alert Level for the crater area was raised to 2 (on a 5-level scale) the next day. Deformation slowed on 23 April. Seismicity decreased on 23 April though continued to be somewhat elevated, and low-frequency events were recorded on 24 April. No surficial changes were noted during an overflight on 26 April. \n"," Japan Meteorological Agency (JMA) \n"
42,"0101000020E610000075931804561E594052B81E85EB51D8BF","0101000020110F0000EA27935049556541F0D290EEB6A7E4C0","-0.380_100.474_2018-05-02T03:07:47Z","2018-05-02T03:07:47Z","Marapi","Indonesia","\nOn 27 April a phreatic eruption at Marapi produced an ash plumes that rose 300 m above the crater rim. The Alert Level remained at 2 (on a scale of 1-4). Residents and visitors were advised not to enter an area within 3 km of the summit.\n"," Badan Nacional Penanggulangan Bencana (BNPB) ,Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG, also known as CVGHM)\n"
43,"0101000020E6100000B4C876BE9FDA4B405839B4C8763E35C0","0101000020110F000019F15B8C0AA85741A7991370827842C1","-21.244_55.708_2018-05-02T03:07:47Z","2018-05-02T03:07:47Z","Piton de la Fournaise","France","\nOVPF reported that seismicity at Piton de la Fournaise increased on 21 April, and then significantly on 23 April. A seismic crisis which began at 2015 on 27 April was accompanied by rapid deformation, indicating magma migrating towards the surface. The onset of tremor at 2350 heralded the beginning of the eruption, though the first visual confirmation of the eruption was recorded by the webcams at 0015 on 28 April. \n  \nThe eruption took place from fissures at Rivals Crater, and the SW flank of Dolomieu crater. During an overflight around 0830, scientists noted that four fissures had opened, one of which intersected the crater. Lava fountains less than 30 m high rose from the entire length of the fourth fissure, which was 300 m long and at a lower elevation that Rival Crater. Several small lava flows formed a larger flow which traveled 200-300 m S towards the Enclos Fouqué. Tremor steadily decreased throughout the day, and by the end of the day the lava flow had slowed in an area around 300 m away from the rampart. During 29-30 April tremor levels were relatively stable, with a few fluctuations related to morphological changes at the eruptive site such as cone building. During an overflight around 1020 on 30 April scientists observed three active vents (S of Rival Crater). The third vent, in a 5-m-high cone, was mostly closed over, though it continued to produced lava flows. The middle and most active cone was about 30-40 m long and 10-15 m high, and had a vent with a lava lake. Large bubbles of lava rose from the lake and exploded into lava fountains. Lava fountains from the northernmost vent rose no more than 15 m high. Lava flows had traveled 150 m and 1.2 km; the longer lava flow had reached the S rampart and traveled an additional 400 m E along it.\n\n"," Observatoire Volcanologique du Piton de la Fournaise (OVPF)\n"
47,"0101000020E61000001B2FDD24065560402B8716D9CE973F40","0101000020110F000024A9ACD6E3BD6B41807FC8A9194E4C41","31.593_130.657_2018-05-02T03:07:47Z","2018-05-02T03:07:47Z","Aira","Japan","\nJMA reported that there were nine events and 30 explosions at Minamidake crater (at Aira Caldera?s Sakurajima volcano) during 20 April-1 May. Tephra was ejected as far as 1.3 km from the crater, and ash plumes rose as high as 3.3 km above the crater rim. Crater incandescence was visible at night on 20, 23, 26, and 30 April. The Alert Level remained at 3 (on a 5-level scale).\n"," Japan Meteorological Agency (JMA) \n"
48,"0101000020E6100000F0A7C64B37F95F404A0C022B8716FB3F","0101000020110F00000A9493DEB4276B41106F73A15A020741","1.693_127.894_2018-05-02T03:07:47Z","2018-05-02T03:07:47Z","Dukono","Indonesia","\nBased on analyses of satellite imagery, wind model data, and notices from PVMBG, the Darwin VAAC reported that during 25 April-1 May ash plumes from Dukono rose to altitudes of 1.5-2.1 km (5,000-7,000 ft) a.s.l. and drifted NE, E, and SE.  \n"," Darwin Volcanic Ash Advisory Centre (VAAC),Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG, also known as CVGHM)\n"
49,"0101000020E61000009CC420B0728063402B8716D9CE574940","0101000020110F0000B90096701690704104B889650C0C5941","50.686_156.014_2018-05-02T03:07:47Z","2018-05-02T03:07:47Z","Ebeko","Russia","\nVolcanologists in Severo-Kurilsk (Paramushir Island), about 7 km E of Ebeko, observed explosions during 21 and 25 April that sent ash plumes as high as 2.5 km (8,200 ft) a.s.l.  The Aviation Color Code remained at Orange (the second highest level on a four-color scale).\n"," Kamchatkan Volcanic Eruption Response Team (KVERT)\n"
50,"0101000020E6100000F6285C8FC24960405EBA490C02CB3E40","0101000020110F0000FF1EEEC7C1AA6B41554568AAC3824B41","30.793_130.305_2018-05-02T03:07:47Z","2018-05-02T03:07:47Z","Kikai","Japan","\nJMA reported that the number of volcanic earthquakes at Satsuma Iwo-jima, a subaerial part of Kikai?s NW caldera rim, was low during 20-26 April. White plumes rose as high as 700 m above the Iwo-dake lava dome; incandescence from the crater had not been visible since 12 April. During field surveys on 25 and 26 April observers noted a slight expansion of a thermally anomalous area compared to 24-25 March observations, and a decrease in sulfur dioxide flux from 600 tons/day on 24 March to 300 tons/day. The Alert Level was reduced to 1 (on a 5-level scale) on 27 April.\n"," Japan Meteorological Agency (JMA) \n"
51,"0101000020E61000005839B4C876A656C0DD24068195C32C40","0101000020110F0000FC7AEE25A33C63C1D15B6B339FB03841","14.382_-90.601_2018-05-02T03:07:47Z","2018-05-02T03:07:47Z","Pacaya","Guatemala","\nINSIVUMEH and CONRED reported that during 27-28 April seismicity at Pacaya had increased, and moderate-to-strong explosions ejected material as high as 150 m above the crater rim. Lava originating from the 2010 fissure traveled about 500 m NW, towards Cerro Chino. The report noted that ejected material has filled the crater. \n"," Coordinadora Nacional para la Reducción de Desastres (CONRED),Instituto Nacional de Sismologia, Vulcanologia, Meteorologia, e Hidrologia (INSIVUMEH)\n"
52,"0101000020E61000002B8716D9CEA758C0D9CEF753E3053340","0101000020110F0000A1BF45DA9EF064C1693564FD25764041","19.023_-98.622_2018-05-02T03:07:47Z","2018-05-02T03:07:47Z","Popocatepetl","Mexico","\nCENAPRED reported that each day during 25 April-1 May there were 63-114 steam and gas emissions from Popocatépetl, often containing ash. Incandescence from the crater was visible at night. As many as five explosions per day were recorded during 25-29 April, with resulting eruption plumes rising around 1 km above the crater rim.  The Alert Level remained at Yellow, Phase Two.\n"," Centro Nacional de Prevencion de Desastres (CENAPRED)\n"
53,"0101000020E6100000448B6CE7FB6953C083C0CAA145B6B3BF","0101000020110F000055BB104C027D60C199DA443BCDBDC0C0","-0.077_-77.656_2018-05-02T03:07:47Z","2018-05-02T03:07:47Z","Reventador","Ecuador","\nDuring 24 April-1 May IG reported a high level of seismic activity including explosions, long-period earthquakes, harmonic tremor, and signals indicating emissions at Reventador. Steam, gas, and ash plumes sometimes rose higher than 1 km above the crater rim and drifted NE, NW, and W. On 27 April incandescent blocks rolled as far as 800 m down the flanks, and a small pyroclastic flow traveled down the E flank. \n"," Instituto Geofísico-Escuela Politécnica Nacional (IG) \n"
54,"0101000020E6100000022B8716D9F651C06DE7FBA9F1922FC0","0101000020110F0000797D98299B835EC15A63FA4065293BC1","-15.787_-71.857_2018-05-02T03:07:47Z","2018-05-02T03:07:47Z","Sabancaya","Peru","\nObservatorio Vulcanológico del Sur del IGP (OVS-IGP) and Observatorio Vulcanológico del INGEMMET (OVI) reported that explosive activity at Sabancaya was similar to the previous week; explosions averaged 22 per day during 23-29 April. Seismicity was dominated by long-period events and signals indicating emissions. Gas-and-ash plumes rose as high as 2 km above the crater rim and drifted 30 km NE and SE. The report noted that the public should not to approach the crater within a 12-km radius.\n"," Instituto Geofísico del Perú (IGP),Instituto Geológico Minero y Metalúrgico (INGEMMET)\n"
55,"0101000020E6100000EC51B81E852B6440DD24068195534C40","0101000020110F0000C5E98C10612171412AF92EC84C555D41","56.653_161.360_2018-05-02T03:07:47Z","2018-05-02T03:07:47Z","Sheveluch","Russia","\nKVERT reported that a weak thermal anomaly over Sheveluch was identified in satellite images during 21 and 23-25 April. The Aviation Color Code remained at Orange.\n"," Kamchatkan Volcanic Eruption Response Team (KVERT)\n"
56,"0101000020E6100000931804560E6D2E40A245B6F3FD644340","0101000020110F0000D113D7693FD73941FF0CAB2289E55141","38.789_15.213_2018-05-02T03:07:47Z","2018-05-02T03:07:47Z","Stromboli","Italy","\nINGV reported that on 24 April an intense explosive sequence occurred at vents on Stromboli?s south-central crater terrace area. The first explosion, recorded at 1105, ejected an abundant amount of ash, incandescent material, and large blocks to a height of 250 m that fell onto the summit area and along the Sciara del Fuoco. An explosive event at 1106 was characterized by modest lava fountaining. The last event, recorded at 1110, ejected pyroclastic material, though it was less intense than the first. An ash plume from the sequence quickly dispersed SE.\n"," Sezione di Catania - Osservatorio Etneo (INGV)\n"
57,"0101000020E6100000022B8716D936604017D9CEF753A33D40","0101000020110F00002464B80DA28A6B411451883C27604A41","29.638_129.714_2018-05-02T03:07:47Z","2018-05-02T03:07:47Z","Suwanosejima","Japan","\nBased on JMA notices and satellite data, the Tokyo VAAC reported an explosion at Suwanosejima on 24 April, and that events during 27-29 April produced plumes that rose 1.2-2.1 km (4,000-7,000 ft) a.s.l. and drifted in multiple directions.\n"," Tokyo Volcanic Ash Advisory Center (VAAC) \n"
58,"0101000020E61000000C022B8716F154C0CDCCCCCCCC0C2440","0101000020110F0000D50321792CC961C14F63C400B41D3141","10.025_-83.767_2018-05-02T03:07:47Z","2018-05-02T03:07:47Z","Turrialba","Costa Rica","\nOVSICORI-UNA reported that an event at Turrialba at 0700 on 26 April generated a small ash plume that rose 300 m above the crater rim and drifted W.\n"," Observatorio Vulcanologico y Sismologico de Costa Rica-Universidad Nacional (OVSICORI-UNA) \n"
59,"0101000020E6100000FCA9F1D24D2E6540D578E926318833C0","0101000020110F00000A691A1C2AFD7141629BC2C463EB40C1","-19.532_169.447_2018-05-02T03:07:47Z","2018-05-02T03:07:47Z","Yasur","Vanuatu","\nOn 25 April the Vanuatu Meteorology and Geo-hazards Department (VMGD) reported that ongoing explosive activity at Yasur was confined to the crater. The Alert Level remained at 2 (on a scale of 0-4). VGO reminded residents and tourists that hazardous areas were near and around the volcanic crater, within a 395-m-radius permanent exclusion zone, and that volcanic ash and gas could reach areas impacted by trade winds.\n"," Vanuatu Meteorology and Geo-hazards Department\n"
129,"0101000020E6100000F0A7C64B37F95F404A0C022B8716FB3F","0101000020110F00000A9493DEB4276B41106F73A15A020741","1.693_127.894_2018-06-06T03:08:21Z","2018-06-06T03:08:21Z","Dukono","Indonesia","\nBased on ground observations and satellite data, PVMBG and the Darwin VAAC reported that during 30 May-June ash plumes from Dukono rose to altitudes of 1.4-2.1 km (4,500-7,000 ft) a.s.l. and drifted NE and E.\n"," Darwin Volcanic Ash Advisory Centre (VAAC)\n"
60,"0101000020E6100000B81E85EB51E85F40022B8716D9CEF73F","0101000020110F000070AC84535B196B41E8F26F34F0380441","1.488_127.630_2018-05-09T04:22:32Z","2018-05-09T04:22:32Z","Ibu","Indonesia","\nAt 0622 on 5 May an eruption at Ibu generated an ash plume that rose at least 600 m above the crater rim and drifted N and NE, based on information from the Darwin VAAC and PVMBG. The Alert Level remained at 2 (on a scale of 1-4), and the public was warned to stay at least 2 km away from the active crater, and 3.5 km away on the N side.\n"," Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG, also known as CVGHM)\n"
61,"0101000020E61000001904560E2DEE634083C0CAA145064B40","0101000020110F00000DFB209947ED7041FB4D93712C635B41","54.049_159.443_2018-05-09T04:22:32Z","2018-05-09T04:22:32Z","Karymsky","Russia","\nBased on satellite data, KVERT reported that during 28 April and 2-3 May explosions at Karymsky generated ash plumes that rose as high as 5.5 km (18,000 ft) and drifted 150 km NE and SE. A weak thermal anomaly over the volcano was visible on 3 May. The Aviation Color Code remained at Orange (the second highest level on a four-color scale).\n"," Kamchatkan Volcanic Eruption Response Team (KVERT)\n"
62,"0101000020E610000077BE9F1A2F6963C0B29DEFA7C66B3340","0101000020110F0000E2DF445C547C70C12B8EA98CCAD14041","19.421_-155.287_2018-05-09T04:22:32Z","2018-05-09T04:22:32Z","Kilauea","United States","\nOn 2 May HVO noted that the intrusion of magma into Kilauea?s lower East Rift Zone (ERZ) continued, with deformation and frequent earthquakes (many felt by residents). Small cracks formed on some of the roads in and adjacent to Leilani Estates. Seismicity at Pu'u 'O'o Crater remained elevated after floor collapses which began on 30 April. Short-lived ash plumes periodically rose from the crater. The lava flows on the pali near the Royal Gardens subdivision were sluggish. Deflation at the summit accelerated around midday, accompanied by a drop in the level of the lava lake. \n  \nOn 3 May the intensity of the ERZ seismicity decreased slightly, and the eastward migration of hypocenters slowed or ceased; deformation continued. The lava level in Overlook crater dropped over 30 m, though spattering in the lake continued. At 1030 ground shaking from a M 5 earthquake S of Pu'u 'O'o caused rockfalls and possibly a collapse in the crater; an ash plume rose from the crater and drifted SW. More ground cracks in the E part of Leilani Estates formed that afternoon; hot white and blue fumes rose from the cracks. Lava spatter and gas bursts began erupting from 150-m-long fissures just after 1700 and ended around 1830. Lava flows spread less than 10 m, and strong sulfur dioxide odors were noted. The lava lake in the Overlook Crater dropped an additional 37 m. \n  \nBy the morning of 4 May three fissures were active; fissure 2 opened at 0100 and fissure 3 opened around 0600. Spatter was ejected as high as 30 m and lava flows were traveling short distances. Large, loud bubble bursts occurred at fissure 3. Ash plumes from intermittent collapses at Pu'u 'O'o continued to rise above the crater, and the 61 G lava flow was no longer being fed. A M 6.9 earthquake occurred at 1233, centered on the S flank. Fissures 4 and 5 opened at 1039 and 1200, respectively, and by 1600 there were six, each several hundred meters long. The sixth fissure was on the E edge of the subdivision. The Hawaii Emergency Management Agency stated that multiple agencies were assisting with the mandatory evacuation of residents (about 1,700) in the Leilani Estates and Lanipuna Gardens subdivisions. A temporary flight restriction was declared for most of lower Puna. The report noted dangerously high concentrations of sulfur dioxide. \n  \nBased on satellite InSAR data, the summit caldera floor subsided about 10 cm during 23 April-5 May. Corresponding to this deflationary trend, the summit lava lake in Overlook crater had dropped to about 128 m below the crater rim since 30 April. Summit seismicity increased during 4-5 May coincident with the M 6.9 earthquake; about 152 events (M 2-3) were recorded. Rockfalls from the inner crater walls produced ash plumes that rose above the Halema'uma'u crater rim on 5 May. New ground cracks on Highway 130 opened on 5 May, and at dawn fissure 7 formed. By mid-afternoon fissure 7 stopped erupting, and the 8th fissure opened at 2044 near fissures 2 and 7. Lava fountains from fissure 8 rose as high as 70 m, and in other areas were as high as 100 m. A lava flow from fissure 7 traveled 260 m NE. The lava lake in Overlook Crater continued to drop. \n  \nThe eruption from one or two fissures was continuous during 5-7 May, and ?a?a lava flows from fissure 8 advanced 0.9 km NNE by 1000 on 6 May. HVO warned that poor air quality from sulfur dioxide gas emissions, and smoke plumes from burning asphalt and houses was a health concern. Strong gas emissions rose from the fissures during 6-7 May, though lava effusion was minimal overnight. New cracks crossed Highway 130 west of the eruption site, and some others widened. The level of the summit lava lake continued to drop, and by 7 May was 220 m below the crater rim. Two new fissures emerged on 7 May. The first (fissure 11) opened at about 0930 in a forested area SW of Leilani Estates, and was active for about three hours. The second (fissure 12) opened at about 1220 between fissures 10 and 11. By 1515 both new fissures were active, and the W end of fissure 10 was robustly steaming. According to a news article, lava had covered an area about 36,000 square meters. \n  \nLava effusion at night during 7-8 May was minimal, and by around 0700 on 8 May the ERZ eruption had paused. The fissure system was about 4 km long and continued to strongly emit gas. Ash plumes generated by falling rocks in Overlook crater continued to produced ash plumes. On 8 May the Office of the Mayor stated that 35 structures had been destroyed, and lava covered. HVO maps show the locations and numbers of the fissures.\n"," Hawaii County Civil Defense Agency ,Hawaii Emergency Management Agency ,US Geological Survey Hawaiian Volcano Observatory (HVO) \n"
